instance,treewidth,sharpsat_tw,nestHDB,gpusat
01A-1.cnf,229,111.91,365.368,TO
01B-1.cnf,570,TO,TO,TO
01B-2.cnf,1017,TO,TO,TO
01B-3.cnf,665,TO,TO,TO
01B-4.cnf,-,RTE,TO,TO
01B-5.cnf,-,RTE,TO,TO
02A-1.cnf,228,185.63,89.0824,TO
02A-2.cnf,228,84.58,TO,TO
02A-3.cnf,175,61.24,57.622,TO
02B-1.cnf,570,TO,TO,TO
02B-2.cnf,1018,TO,TO,TO
02B-3.cnf,702,TO,TO,TO
02B-4.cnf,926,TO,TO,TO
02B-5.cnf,-,RTE,TO,TO
03A-1.cnf,137,60.26,49.865,TO
03A-2.cnf,124,60.15,47.1239,TO
03B-1.cnf,535,TO,TO,TO
03B-2.cnf,922,TO,TO,TO
03B-3.cnf,580,TO,TO,TO
03B-4.cnf,745,TO,TO,TO
04A-1.cnf,202,TO,69.3072,TO
04A-2.cnf,202,64.5,64.2823,TO
04A-3.cnf,104,60.099999999999994,48.6514,TO
04B-1.cnf,607,TO,TO,TO
04B-2.cnf,719,TO,TO,TO
04B-3.cnf,829,TO,TO,TO
04B-4.cnf,1251,TO,TO,TO
05A-1.cnf,226,61.93,TO,TO
05A-2.cnf,112,60.17,50.2217,TO
05B-1.cnf,639,TO,TO,TO
05B-2.cnf,696,TO,TO,TO
05B-3.cnf,718,TO,TO,TO
06A-1.cnf,229,798.6999999999999,827.737,TO
06A-2.cnf,196,74.21,64.1602,TO
06A-3.cnf,196,63.58,66.3772,TO
06A-4.cnf,194,64.52,57.6343,TO
06B-1.cnf,609,TO,TO,TO
06B-2.cnf,718,TO,TO,TO
06B-3.cnf,883,TO,TO,TO
06B-4.cnf,987,TO,TO,TO
07A-1.cnf,263,TO,TO,TO
07A-2.cnf,266,556.55,897.531,TO
07A-3.cnf,264,357.28000000000003,TO,TO
07A-4.cnf,231,TO,TO,TO
07A-5.cnf,219,75.61,64.3772,TO
07B-1.cnf,683,TO,TO,TO
07B-2.cnf,778,TO,TO,TO
07B-3.cnf,1034,TO,TO,TO
07B-4.cnf,1730,TO,TO,TO
07B-5.cnf,2849,TO,TO,TO
07B-6.cnf,-1,RTE,TO,TO
08A-1.cnf,267,TO,TO,TO
08A-2.cnf,264,TO,TO,TO
08A-3.cnf,263,83.7,93.4454,TO
08A-4.cnf,150,60.51,55.0132,TO
08B-1.cnf,686,TO,TO,TO
08B-2.cnf,785,TO,TO,TO
08B-3.cnf,988,TO,TO,TO
08B-4.cnf,1755,TO,TO,TO
09A-1.cnf,304,TO,TO,TO
09A-2.cnf,301,TO,TO,TO
09A-3.cnf,161,92.63000000000001,56.5467,TO
09B-1.cnf,754,TO,TO,TO
09B-2.cnf,984,TO,TO,TO
09B-3.cnf,1404,TO,TO,TO
09B-4.cnf,2500,TO,TO,TO
09B-5.cnf,-,RTE,TO,TO
09B-6.cnf,-,RTE,TO,TO
10A-1.cnf,302,TO,TO,TO
10A-2.cnf,300,TO,TO,TO
10A-3.cnf,294,TO,TO,TO
10A-4.cnf,235,TO,TO,TO
10B-10.cnf,-,RTE,TO,TO
10B-11.cnf,-,RTE,TO,TO
10B-1.cnf,793,TO,TO,TO
10B-2.cnf,1046,TO,TO,TO
10B-3.cnf,1994,TO,TO,TO
10B-4.cnf,-1,RTE,TO,TO
10B-5.cnf,-1,RTE,TO,TO
10B-6.cnf,966,TO,TO,TO
10B-7.cnf,979,TO,TO,TO
10B-8.cnf,-,RTE,TO,TO
10B-9.cnf,-,RTE,TO,TO
11A-1.cnf,263,TO,TO,TO
11A-2.cnf,263,TO,TO,TO
11A-3.cnf,261,TO,TO,TO
11A-4.cnf,162,TO,TO,TO
11B-1.cnf,807,TO,TO,TO
11B-2.cnf,1048,TO,TO,TO
11B-3.cnf,1438,TO,TO,TO
11B-4.cnf,-,RTE,TO,TO
11B-5.cnf,-,RTE,TO,TO
12A-1.cnf,263,TO,TO,TO
12A-2.cnf,263,TO,TO,TO
12A-3.cnf,261,TO,TO,TO
12A-4.cnf,161,TO,TO,TO
12B-1.cnf,759,TO,TO,TO
12B-2.cnf,922,TO,TO,TO
12B-3.cnf,1248,TO,TO,TO
12B-4.cnf,2436,TO,TO,TO
12B-5.cnf,-1,RTE,TO,TO
12B-6.cnf,-,RTE,TO,TO
13A-1.cnf,389,TO,TO,TO
13A-2.cnf,324,TO,TO,TO
13A-3.cnf,292,TO,TO,TO
13A-4.cnf,139,60.92,342.689,TO
13B-1.cnf,857,TO,TO,TO
13B-2.cnf,-,RTE,TO,TO
13B-3.cnf,2208,TO,TO,TO
13B-4.cnf,-1,RTE,TO,TO
13B-5.cnf,-,RTE,TO,TO
14A-1.cnf,482,TO,TO,TO
14A-2.cnf,518,TO,TO,TO
14A-3.cnf,324,TO,TO,TO
15A-1.cnf,454,TO,TO,TO
15A-2.cnf,737,TO,TO,TO
15A-3.cnf,705,TO,TO,TO
15A-4.cnf,297,TO,TO,TO
15B-1.cnf,-,RTE,TO,TO
15B-2.cnf,-,RTE,TO,TO
15B-3.cnf,-,RTE,TO,TO
15B-4.cnf,-,RTE,TO,TO
15B-5.cnf,-,RTE,TO,TO
17A-1.cnf,446,TO,TO,TO
17A-2.cnf,584,TO,TO,TO
17A-3.cnf,696,TO,TO,TO
17A-4.cnf,904,TO,TO,TO
17A-5.cnf,411,TO,TO,TO
17A-6.cnf,378,TO,TO,TO
17B-1.cnf,675,TO,TO,TO
17B-2.cnf,790,TO,TO,TO
17B-3.cnf,759,TO,TO,TO
17B-4.cnf,1214,TO,TO,TO
17B-5.cnf,2845,TO,TO,TO
18A-1.cnf,524,TO,TO,TO
18A-2.cnf,912,TO,TO,TO
18A-3.cnf,-,RTE,TO,TO
18A-4.cnf,-,RTE,TO,TO
4step.cnf,5,60.010000000000005,0.588368,0.358543
50-10-10-q.cnf,12,60.1,1.16184,0.78977
50-10-1-q.cnf,13,60.24,1.50824,1.02553
50-10-2-q.cnf,12,60.24,1.26768,1.14802
50-10-3-q.cnf,13,60.32,0.914141,0.981925
50-10-4-q.cnf,9,60.05,1.53631,1.02518
50-10-5-q.cnf,10,60.04,0.983513,0.839827
50-10-6-q.cnf,9,60.06,1.37426,1.12239
50-10-7-q.cnf,12,60.14,1.28959,0.891648
50-10-8-q.cnf,10,60.04,1.39508,0.927602
50-10-9-q.cnf,11,60.05,1.41536,0.980267
50-12-10-q.cnf,14,60.42,1.86927,1.30205
50-12-1-q.cnf,12,60.39,1.87846,1.09296
50-12-2-q.cnf,11,60.120000000000005,1.94117,1.14583
50-12-3-q.cnf,15,60.7,1.43431,1.19505
50-12-4-q.cnf,13,60.39,1.42856,1.24682
50-12-5-q.cnf,13,60.38,1.83847,1.32176
50-12-6-q.cnf,13,60.120000000000005,1.9322,0.995357
50-12-7-q.cnf,14,60.97,1.24881,1.12633
50-12-8-q.cnf,15,60.81,1.94616,1.26078
50-12-9-q.cnf,12,60.37,1.4702,1.24661
50-14-10-q.cnf,18,63.67,2.30586,1.58896
50-14-1-q.cnf,17,64.77,2.48107,1.58887
50-14-2-q.cnf,15,61.01,2.43069,1.63665
50-14-3-q.cnf,16,61.629999999999995,2.37556,1.53321
50-14-4-q.cnf,15,60.56,2.4048,1.38867
50-14-5-q.cnf,17,62.17,1.71127,1.81629
50-14-6-q.cnf,15,61.339999999999996,2.31348,1.33079
50-14-7-q.cnf,17,63.04,2.48313,1.73851
50-14-8-q.cnf,14,60.61,1.90936,1.50575
50-14-9-q.cnf,17,63.94,1.83072,1.63925
50-16-10-q.cnf,21,89.25,5.52578,2.0251
50-16-1-q.cnf,17,66.55999999999999,2.99589,1.87763
50-16-2-q.cnf,19,102.35000000000001,8.68243,2.01558
50-16-3-q.cnf,18,66.76,2.21385,1.69485
50-16-4-q.cnf,20,84.35,3.55651,1.89746
50-16-5-q.cnf,19,73.22,3.44112,1.84507
50-16-6-q.cnf,18,69.38,5.92379,1.8813
50-16-7-q.cnf,16,62.51,3.41862,1.77718
50-16-8-q.cnf,17,63.55,2.82109,2.02712
50-16-9-q.cnf,20,85.82000000000001,3.89045,2.04814
50-18-10-q.cnf,22,231.49,11.7623,2.75908
50-18-1-q.cnf,22,86.14,7.42664,2.35285
50-18-2-q.cnf,20,73.53,5.77232,2.01798
50-18-3-q.cnf,17,66.96,2.63183,2.38183
50-18-4-q.cnf,19,98.81,4.80649,2.16893
50-18-5-q.cnf,19,97.91999999999999,8.76868,2.46881
50-18-6-q.cnf,18,69.01,4.15773,2.26462
50-18-7-q.cnf,18,75.96000000000001,4.09667,2.49977
50-18-8-q.cnf,20,81.07,5.76573,2.16494
50-18-9-q.cnf,20,78.87,6.01591,2.26944
50-20-10-q.cnf,23,563.5899999999999,29.2935,3.39028
50-20-1-q.cnf,21,106.35,8.72932,2.81034
50-20-2-q.cnf,24,325.72999999999996,41.2242,3.02136
50-20-3-q.cnf,23,188.98,27.1486,3.24222
50-20-4-q.cnf,21,119.18,6.98911,3.09767
50-20-5-q.cnf,23,464.67,28.0972,3.30297
50-20-6-q.cnf,21,134.53,7.39672,3.16736
50-20-7-q.cnf,21,243.37,12.2768,2.96851
50-20-8-q.cnf,24,647.31,37.1123,3.57737
50-20-9-q.cnf,18,72.19,6.00077,2.70802
5step.cnf,3,60.03,0.68591,0.335093
75-10-10-q.cnf,5,60.03,1.4371,0.652435
75-10-1-q.cnf,6,60.03,0.804456,0.658061
75-10-2-q.cnf,6,60.019999999999996,1.16947,0.861875
75-10-3-q.cnf,-,0.0,0.166346,0.00532401
75-10-4-q.cnf,6,60.01,1.41573,0.678097
75-10-5-q.cnf,8,60.059999999999995,1.04144,0.64027
75-10-6-q.cnf,6,60.05,1.2094,0.713701
75-10-7-q.cnf,7,60.03,1.42748,0.699807
75-10-8-q.cnf,8,60.019999999999996,1.15289,0.728364
75-10-9-q.cnf,9,60.019999999999996,0.83519,0.750447
75-12-10-q.cnf,6,60.02,1.67861,0.960573
75-12-1-q.cnf,10,60.05,1.59403,0.815166
75-12-2-q.cnf,9,60.019999999999996,1.13338,0.896843
75-12-3-q.cnf,8,60.04,1.65848,1.01377
75-12-4-q.cnf,8,60.019999999999996,1.31966,0.808906
75-12-5-q.cnf,11,60.050000000000004,1.31174,0.869374
75-12-6-q.cnf,11,60.04,1.82883,0.974173
75-12-7-q.cnf,8,60.03,1.88623,0.792451
75-12-8-q.cnf,11,60.14,1.13682,0.743072
75-12-9-q.cnf,8,60.04,1.947,0.873429
75-14-10-q.cnf,9,60.050000000000004,1.93351,1.04971
75-14-1-q.cnf,8,60.06,1.81092,0.880209
75-14-2-q.cnf,10,60.059999999999995,1.49919,0.893458
75-14-3-q.cnf,10,60.059999999999995,1.693,1.01626
75-14-4-q.cnf,10,60.04,1.56543,1.03259
75-14-5-q.cnf,12,60.06,2.18371,0.919854
75-14-6-q.cnf,9,60.04,2.50189,1.19068
75-14-7-q.cnf,11,60.07,2.52987,1.03055
75-14-8-q.cnf,13,60.1,2.39094,0.934142
75-14-9-q.cnf,13,60.22,1.55871,1.12216
75-15-10-q.cnf,10,60.05,2.16005,1.19465
75-15-1-q.cnf,12,60.059999999999995,2.56389,1.03701
75-15-2-q.cnf,10,60.059999999999995,2.34689,1.02416
75-15-3-q.cnf,12,60.09,1.76617,1.18025
75-15-4-q.cnf,8,60.02,2.13373,1.13355
75-15-5-q.cnf,-,0.0,0.116288,0.00430912
75-15-6-q.cnf,12,60.19,2.37678,1.13602
75-15-7-q.cnf,13,60.17,2.01217,1.17978
75-15-8-q.cnf,10,60.05,2.83854,1.35889
75-15-9-q.cnf,11,60.17,2.19017,1.00356
75-16-10-q.cnf,13,60.239999999999995,2.25962,1.20266
75-16-1-q.cnf,12,60.120000000000005,2.26827,1.24103
75-16-2-q.cnf,13,60.21,2.80647,1.35733
75-16-3-q.cnf,13,60.15,2.78431,1.27732
75-16-4-q.cnf,14,60.510000000000005,3.26863,1.33254
75-16-5-q.cnf,10,60.07,2.35447,1.24926
75-16-6-q.cnf,14,60.080000000000005,2.69256,1.14769
75-16-7-q.cnf,12,60.129999999999995,2.26374,1.23967
75-16-8-q.cnf,10,60.07,2.46011,1.16809
75-16-9-q.cnf,13,60.28,1.99803,1.59191
75-17-10-q.cnf,12,60.07,2.16303,1.1723
75-17-1-q.cnf,12,60.21,2.49709,1.39865
75-17-2-q.cnf,12,60.1,3.27478,1.18285
75-17-3-q.cnf,13,60.43,2.27344,1.48551
75-17-4-q.cnf,12,60.1,2.46644,1.27501
75-17-5-q.cnf,12,60.129999999999995,2.12663,1.36871
75-17-6-q.cnf,11,60.09,2.93092,1.28869
75-17-7-q.cnf,12,60.12,2.54584,1.30747
75-17-8-q.cnf,14,60.16,2.84339,1.42528
75-17-9-q.cnf,12,60.17,2.94842,1.34391
75-18-10-q.cnf,13,60.15,4.02296,1.59406
75-18-1-q.cnf,13,60.129999999999995,3.01654,1.27986
75-18-2-q.cnf,14,60.400000000000006,3.61593,1.54909
75-18-3-q.cnf,15,61.11,3.4984,1.51671
75-18-4-q.cnf,10,60.07,3.30583,1.40979
75-18-5-q.cnf,12,60.13999999999999,4.11707,1.63284
75-18-6-q.cnf,16,60.5,2.36049,1.32356
75-18-7-q.cnf,13,60.15,3.7971,1.48286
75-18-8-q.cnf,13,60.3,2.98104,1.44213
75-18-9-q.cnf,16,60.95,4.16539,1.35547
75-19-10-q.cnf,13,60.330000000000005,3.87027,1.45187
75-19-1-q.cnf,16,60.82,3.15197,1.67115
75-19-2-q.cnf,16,61.330000000000005,3.8794,1.98146
75-19-3-q.cnf,17,61.17,4.34914,1.72688
75-19-4-q.cnf,11,60.17,4.39087,1.76393
75-19-5-q.cnf,12,60.12,3.88381,1.77759
75-19-6-q.cnf,16,61.25,4.05596,1.60244
75-19-7-q.cnf,13,60.419999999999995,2.86574,1.7025
75-19-8-q.cnf,17,61.53,4.14175,1.71361
75-19-9-q.cnf,15,60.56,4.12827,1.77839
75-20-10-q.cnf,15,60.489999999999995,4.78251,1.60539
75-20-1-q.cnf,18,61.86,3.90183,1.73828
75-20-2-q.cnf,15,60.739999999999995,3.69895,1.78289
75-20-3-q.cnf,11,60.23,3.04835,1.79932
75-20-4-q.cnf,14,60.33,3.78316,1.74391
75-20-5-q.cnf,12,60.21,4.47431,1.85787
75-20-6-q.cnf,13,60.34,3.77371,1.81355
75-20-7-q.cnf,16,61.309999999999995,3.58831,1.86278
75-20-8-q.cnf,15,60.8,4.03379,1.83883
75-20-9-q.cnf,14,60.74,3.0219,1.81653
75-21-10-q.cnf,15,61.21,4.27403,1.77386
75-21-1-q.cnf,12,60.21,4.5054,2.20653
75-21-2-q.cnf,13,60.2,4.50421,1.78764
75-21-3-q.cnf,17,64.32,4.49651,2.03086
75-21-4-q.cnf,13,60.28,4.73433,1.91033
75-21-5-q.cnf,14,61.03,5.08997,1.7918
75-21-6-q.cnf,18,61.23,4.3542,2.23161
75-21-7-q.cnf,19,65.35,5.56078,2.06371
75-21-8-q.cnf,18,62.61,5.41467,1.74583
75-21-9-q.cnf,-,0.0,0.145068,0.00435396
75-22-10-q.cnf,14,60.57,4.67833,1.89939
75-22-1-q.cnf,15,61.03,5.07944,2.02951
75-22-2-q.cnf,17,64.21000000000001,5.372,2.03241
75-22-3-q.cnf,16,62.08,3.7078,2.45601
75-22-4-q.cnf,19,67.14,4.97615,2.29172
75-22-5-q.cnf,16,60.949999999999996,4.22739,2.02149
75-22-6-q.cnf,19,62.730000000000004,5.10305,2.23673
75-22-7-q.cnf,20,64.93,4.07793,2.41951
75-22-8-q.cnf,18,63.89,4.28726,1.92914
75-22-9-q.cnf,16,61.79,4.40678,2.12966
75-23-10-q.cnf,16,60.910000000000004,4.8449,2.2251
75-23-1-q.cnf,12,60.480000000000004,5.51934,2.28183
75-23-2-q.cnf,18,62.129999999999995,4.93656,2.16999
75-23-3-q.cnf,16,61.77,5.42395,2.41712
75-23-4-q.cnf,17,62.61,4.67032,2.66019
75-23-5-q.cnf,17,61.02,4.12213,2.28972
75-23-6-q.cnf,18,65.54,6.77151,2.04595
75-23-7-q.cnf,16,61.66,4.81261,2.31375
75-23-8-q.cnf,16,62.629999999999995,6.27829,2.02989
75-23-9-q.cnf,17,61.83,5.97692,2.17619
75-24-10-q.cnf,18,63.629999999999995,5.42529,2.51971
75-24-1-q.cnf,17,62.97,5.46672,2.64035
75-24-2-q.cnf,-,0.0,0.163447,0.00415405
75-24-3-q.cnf,20,64.89,5.68805,2.49119
75-24-4-q.cnf,14,60.449999999999996,5.14329,2.44873
75-24-5-q.cnf,17,61.809999999999995,5.05295,2.2634
75-24-6-q.cnf,21,85.7,7.74768,2.36484
75-24-7-q.cnf,14,61.6,5.16994,2.22401
75-24-8-q.cnf,16,61.940000000000005,5.65826,2.28066
75-24-9-q.cnf,18,64.42,4.57193,2.62798
75-25-10-q.cnf,16,62.98,6.2723,2.40616
75-25-1-q.cnf,16,61.120000000000005,6.64331,2.67093
75-25-2-q.cnf,17,61.8,5.74341,2.77448
75-25-3-q.cnf,19,80.5,6.2621,2.77659
75-25-4-q.cnf,17,62.33,5.25166,2.94055
75-25-5-q.cnf,17,64.73,7.39053,2.80013
75-25-6-q.cnf,21,111.33,25.0051,2.74065
75-25-7-q.cnf,20,73.84,7.36885,2.74559
75-25-8-q.cnf,21,76.56,7.76606,3.10796
75-25-9-q.cnf,16,63.01,5.42838,2.54247
75-26-10-q.cnf,17,63.75,5.96056,3.035
75-26-1-q.cnf,17,63.47,6.053,2.68892
75-26-2-q.cnf,19,69.35,6.87969,2.4892
75-26-3-q.cnf,18,64.67999999999999,6.56348,3.17876
75-26-4-q.cnf,15,60.96,6.22593,2.54332
75-26-5-q.cnf,21,98.59,7.35447,2.94637
75-26-6-q.cnf,18,65.38,6.67227,2.90599
75-26-7-q.cnf,14,60.95,6.33643,2.92678
75-26-8-q.cnf,18,72.44,7.64491,2.76805
75-26-9-q.cnf,17,62.05,5.30562,2.8193
90-10-10-q.cnf,4,60.02,0.726392,0.481512
90-10-1-q.cnf,5,60.019999999999996,0.885063,0.563124
90-10-2-q.cnf,-,0.0,0.158084,0.00345691
90-10-3-q.cnf,4,60.010000000000005,1.3778,0.530445
90-10-4-q.cnf,4,60.01,1.5261,0.564374
90-10-5-q.cnf,4,60.01,1.07529,0.546977
90-10-6-q.cnf,-,0.0,0.116726,0.005632
90-10-7-q.cnf,5,60.05,0.786877,0.57618
90-10-8-q.cnf,-,0.0,0.236545,0.00554207
90-10-9-q.cnf,6,60.019999999999996,0.882206,0.512586
90-12-10-q.cnf,6,60.02,1.59567,0.644809
90-12-1-q.cnf,6,60.01,1.27631,0.575386
90-12-2-q.cnf,4,60.01,1.48163,0.6139
90-12-3-q.cnf,5,60.01,1.43331,0.714465
90-12-4-q.cnf,6,60.019999999999996,1.83618,0.618611
90-12-5-q.cnf,4,60.010000000000005,1.40927,0.533102
90-12-6-q.cnf,6,60.010000000000005,1.036,0.631965
90-12-7-q.cnf,8,60.019999999999996,1.25684,0.645235
90-12-8-q.cnf,7,60.04,1.07055,0.755999
90-12-9-q.cnf,-,0.0,0.234997,0.0054539
90-14-10-q.cnf,6,60.03,2.34723,0.836035
90-14-1-q.cnf,6,60.02,1.41456,0.667077
90-14-2-q.cnf,5,60.019999999999996,1.96479,0.737205
90-14-3-q.cnf,4,60.03,1.77959,0.705834
90-14-4-q.cnf,-,0.0,0.143812,0.0053269
90-14-5-q.cnf,8,60.02,2.47912,0.793351
90-14-6-q.cnf,6,60.03,1.80004,0.705955
90-14-7-q.cnf,7,60.019999999999996,1.58712,0.704375
90-14-8-q.cnf,6,60.019999999999996,1.94311,0.694019
90-14-9-q.cnf,5,60.02,1.46112,0.706295
90-15-10-q.cnf,6,60.03,1.93154,0.846932
90-15-1-q.cnf,6,60.08,2.31122,0.71991
90-15-2-q.cnf,10,60.04,1.69901,0.929358
90-15-3-q.cnf,8,60.02,2.12578,0.885722
90-15-4-q.cnf,5,60.02,1.83248,0.724578
90-15-5-q.cnf,6,60.010000000000005,2.15584,0.777427
90-15-6-q.cnf,6,59.99,2.46379,0.844546
90-15-7-q.cnf,6,60.0,2.15094,0.772766
90-15-8-q.cnf,6,60.01,2.19354,0.862826
90-15-9-q.cnf,-,0.0,0.239212,0.00432591
90-16-10-q.cnf,5,60.04,2.08327,0.929461
90-16-1-q.cnf,9,60.010000000000005,3.17124,0.895409
90-16-2-q.cnf,6,60.02,2.84956,0.786597
90-16-3-q.cnf,6,58.72,1.92416,0.850112
90-16-4-q.cnf,8,60.06,2.88665,0.869257
90-16-5-q.cnf,7,60.02,2.6175,0.835868
90-16-6-q.cnf,8,60.02,1.90526,0.887199
90-16-7-q.cnf,6,60.019999999999996,2.34771,0.843008
90-16-8-q.cnf,-,0.0,0.164127,0.00407604
90-16-9-q.cnf,6,60.06,2.3848,0.920296
90-17-10-q.cnf,6,60.02,2.6206,0.793851
90-17-1-q.cnf,6,60.010000000000005,2.6041,0.876533
90-17-2-q.cnf,-,0.0,0.146205,0.00490506
90-17-3-q.cnf,9,60.01,3.53615,0.979047
90-17-4-q.cnf,10,60.03,2.99256,0.94671
90-17-5-q.cnf,7,60.02,2.01915,0.915843
90-17-6-q.cnf,7,60.059999999999995,2.91094,1.00602
90-17-7-q.cnf,-,0.0,0.156979,0.00444401
90-17-8-q.cnf,7,60.019999999999996,3.11905,0.954898
90-17-9-q.cnf,8,60.03,2.62889,0.996287
90-18-10-q.cnf,9,60.029999999999994,2.34645,0.92385
90-18-1-q.cnf,9,60.04,2.95588,1.01459
90-18-2-q.cnf,6,60.02,3.38443,1.02454
90-18-3-q.cnf,7,60.029999999999994,2.85658,1.03893
90-18-4-q.cnf,6,60.01,2.3493,0.94759
90-18-5-q.cnf,7,60.09,3.44702,1.29019
90-18-6-q.cnf,7,60.029999999999994,3.13169,1.12453
90-18-7-q.cnf,9,60.03,2.27318,0.88519
90-18-8-q.cnf,8,60.06,2.63332,1.05336
90-18-9-q.cnf,5,60.03,3.52841,0.930519
90-19-10-q.cnf,9,60.019999999999996,2.89378,1.1417
90-19-1-q.cnf,11,60.03,4.04251,1.01327
90-19-2-q.cnf,6,60.02,2.84671,1.21714
90-19-3-q.cnf,-,0.0,0.164909,0.00293507
90-19-4-q.cnf,4,60.01,3.02746,0.988156
90-19-5-q.cnf,-,0.0,0.164559,0.00491102
90-19-6-q.cnf,8,60.010000000000005,3.26821,1.1227
90-19-7-q.cnf,7,60.02,3.44795,1.12558
90-19-8-q.cnf,9,60.02,3.90648,1.05367
90-19-9-q.cnf,-,0.0,0.150676,0.00459107
90-20-10-q.cnf,7,60.03,4.6741,1.24906
90-20-1-q.cnf,5,60.04,4.57817,1.10524
90-20-2-q.cnf,9,60.03,3.34181,1.20432
90-20-3-q.cnf,10,60.06,2.87388,1.1315
90-20-4-q.cnf,5,60.029999999999994,3.21216,1.22756
90-20-5-q.cnf,8,60.03,3.22528,1.14329
90-20-6-q.cnf,5,60.040000000000006,2.80031,1.12252
90-20-7-q.cnf,8,60.019999999999996,3.91348,1.28121
90-20-8-q.cnf,12,60.029999999999994,4.29008,1.0204
90-20-9-q.cnf,7,60.02,3.55814,1.10386
90-21-10-q.cnf,11,60.06,3.67567,1.37156
90-21-1-q.cnf,8,60.04,3.14062,1.25897
90-21-2-q.cnf,9,60.050000000000004,4.46174,1.30882
90-21-3-q.cnf,5,60.03,4.15503,1.22796
90-21-4-q.cnf,-,0.0,0.1647,0.00386003
90-21-5-q.cnf,7,60.03,3.596,1.49877
90-21-6-q.cnf,-,0.0,0.231947,0.00505207
90-21-7-q.cnf,10,60.04,3.63853,1.17972
90-21-8-q.cnf,-,0.0,0.153334,0.00537798
90-21-9-q.cnf,8,60.05,3.73759,1.35759
90-22-10-q.cnf,9,60.05,4.04913,1.2853
90-22-1-q.cnf,7,60.06,4.07601,1.40635
90-22-2-q.cnf,9,60.04,3.42158,1.44281
90-22-3-q.cnf,8,60.03,5.38952,1.47603
90-22-4-q.cnf,5,60.03,4.98782,1.32588
90-22-5-q.cnf,9,60.04,3.42411,1.43807
90-22-6-q.cnf,6,60.04,4.75935,1.50411
90-22-7-q.cnf,7,60.029999999999994,4.82668,1.57164
90-22-8-q.cnf,-,0.0,0.238518,0.00313696
90-22-9-q.cnf,9,60.08,4.4362,1.25182
90-23-10-q.cnf,8,60.040000000000006,3.72598,1.4869
90-23-1-q.cnf,10,60.050000000000004,5.36911,1.60216
90-23-2-q.cnf,10,59.7,4.52532,1.65602
90-23-3-q.cnf,8,60.06,4.1974,1.42287
90-23-4-q.cnf,5,60.14,6.5997,1.31871
90-23-5-q.cnf,7,60.04,5.26436,1.71991
90-23-6-q.cnf,6,60.03,5.82098,1.52836
90-23-7-q.cnf,9,60.03,5.90172,1.44886
90-23-8-q.cnf,7,60.08,3.88685,1.5405
90-23-9-q.cnf,-,0.0,0.156134,0.00292588
90-24-10-q.cnf,6,60.04,4.75988,1.63127
90-24-1-q.cnf,-,0.0,0.167154,0.00438501
90-24-2-q.cnf,6,60.03,4.78031,1.56038
90-24-3-q.cnf,7,60.040000000000006,5.66619,1.68535
90-24-4-q.cnf,8,60.150000000000006,4.16902,1.58703
90-24-5-q.cnf,8,60.02,5.36242,1.65844
90-24-6-q.cnf,-,0.0,0.239841,0.00546403
90-24-7-q.cnf,8,60.05,5.58916,1.64714
90-24-8-q.cnf,6,60.019999999999996,5.58046,1.49977
90-24-9-q.cnf,9,60.04,5.55721,1.51548
90-25-10-q.cnf,9,60.04,4.93901,1.68113
90-25-1-q.cnf,8,60.05,5.4156,1.76568
90-25-2-q.cnf,7,60.089999999999996,6.45136,1.68013
90-25-3-q.cnf,7,60.12,4.36195,2.06745
90-25-4-q.cnf,11,60.06,5.97402,1.7458
90-25-5-q.cnf,6,60.04,6.68767,1.90137
90-25-6-q.cnf,10,60.08,5.22857,1.67805
90-25-7-q.cnf,11,60.07,5.68396,1.84227
90-25-8-q.cnf,10,60.040000000000006,5.86983,1.75306
90-25-9-q.cnf,9,60.04,5.46449,2.00131
90-26-10-q.cnf,11,60.08,6.36332,1.897
90-26-1-q.cnf,-,0.0,0.139325,0.00545508
90-26-2-q.cnf,-,0.0,0.146291,0.00353999
90-26-3-q.cnf,10,60.06,5.40799,1.89987
90-26-4-q.cnf,8,60.08,5.93437,2.02092
90-26-5-q.cnf,9,60.089999999999996,5.62257,1.89263
90-26-6-q.cnf,13,60.12,6.83237,2.04144
90-26-7-q.cnf,-,0.0,0.143711,0.00345993
90-26-8-q.cnf,10,60.07,7.81696,2.14233
90-26-9-q.cnf,-,0.0,0.23464,0.00427012
90-30-10-q.cnf,9,60.06,7.26295,2.81845
90-30-1-q.cnf,10,60.09,7.67257,2.43047
90-30-2-q.cnf,11,60.050000000000004,8.92365,2.49065
90-30-3-q.cnf,9,60.059999999999995,7.73448,2.69242
90-30-4-q.cnf,9,60.04,7.85724,2.50636
90-30-5-q.cnf,11,60.14,6.33692,2.65924
90-30-6-q.cnf,8,60.09,7.92192,2.70046
90-30-7-q.cnf,8,60.059999999999995,10.3518,2.62799
90-30-8-q.cnf,10,59.800000000000004,7.08367,2.60531
90-30-9-q.cnf,11,60.050000000000004,8.36543,2.72388
90-34-10-q.cnf,11,60.08,9.70777,3.17434
90-34-1-q.cnf,10,60.07,7.94963,3.44339
90-34-2-q.cnf,10,59.82,8.37243,3.16138
90-34-3-q.cnf,11,60.169999999999995,11.8203,2.89077
90-34-4-q.cnf,9,60.080000000000005,9.93811,3.33958
90-34-5-q.cnf,8,60.07,8.03902,3.15118
90-34-6-q.cnf,9,60.07,10.9146,3.06168
90-34-7-q.cnf,12,60.3,11.3854,3.47385
90-34-8-q.cnf,-,0.0,0.165094,0.00510698
90-34-9-q.cnf,10,60.06,10.8813,3.09669
